"Cikkszám";"Termék Név";"Nettó Ár";"Bruttó Ár"
"SL2200862";"ZYL.42,00 NI.+KO.F.ET 646";"31488.18897637795";"39990"
"SL2100478";"ZYL.42,50 BU.+KGH VS.";"68149.6062992126";"86550"
"SL480640";"ZYL.44,00 NI. (ABCD)";"47110.23622047244";"59830"
"SL4806402";"ZYL.44,00 NI. (ABCD)";"36228.34645669291";"46010"
"SL20117562525";"ZYL.45 NI. 51CCM TECN.,44,651,651SP,O.D";"38157.48031496063";"48460"
"SL2011867";"ZYL.45,00 NI. 51CCM 651 M. DEKO.";"51417.32283464567";"65300"
"SL2011851";"ZYL.45,00 NI. 51CCM 651 M. SE. DEKO.";"51417.32283464567";"65300"
"SL2011866";"ZYL.45,00 NI. 51CCM 651 O.DEKO";"46992.12598425196";"59680"
"SL2011134";"ZYL.45,00 NI. FÜR NORMALVERGASER";"35897.63779527559";"45590"
"SL2011823";"ZYL.45,00 NI. MAHLE 0Z1803/000  650";"13929.13385826772";"17690"
"SL2011651";"ZYL.45,00 NI. SÄGE 651 M.DEKO SCHWERKR.";"57000";"72390"
"SL2200262";"ZYL.45,00 NI.+KO.";"68866.14173228346";"87460"
"SL2100406";"ZYL.45,00 NI.+KO.+KGH.VS. 654";"91952.7559055118";"116780"
"SL21004061";"ZYL.45,00 NI.+KO.+KGH.VS. 654";"27826.77165354331";"35340"
"SL2200863";"ZYL.45,00 NI.+KO.F.ET 652";"38165.35433070866";"48470"
"SL2200270";"ZYL.45,00 NI.+KO.SET F.ET 651C";"71645.66929133858";"90990"
"SL2200221";"ZYL.45,00 NI.+KO.SET F.ET 651SP";"78346.45669291339";"99500"
"SL2200222";"ZYL.45,00 NI.+KO.SET F.ET 651SP MTD";"71535.43307086614";"90850"
"SL2011694";"ZYL.47,00 NI SÄGE 665 OHNE DEKO";"71629.92125984252";"90970"
"SL2011847";"ZYL.47,00 NI. 56CCM (DRUCKGUSS) 656";"49480.31496062992";"62840"
"SL2011868";"ZYL.47,00 NI. 56CCM 656 O.DEKO";"14968.50393700787";"19010"
"SL2011681";"ZYL.47,00 NI. SÄGE 656 M.DEKO SCHWERKR.";"48811.02362204724";"61990"
"SL2011677";"ZYL.47,00 NI. SÄGE 665 MIT DEKO";"30110.23622047244";"38240"
"SL2200510";"ZYL.47,00 NI.+KO. VS. F.ET 665";"106913.3858267717";"135780"
"SL2200271";"ZYL.47,00 NI.+KO.SET F.ET 656C";"71566.92913385827";"90890"
"SL2200224";"ZYL.47,00 NI.+KO.SET F.ET 656SP";"99944.88188976378";"126930"
"SL2200520";"ZYL.47,00 NI.+KO.VS.F.ET 665 F.DEKO";"63141.73228346457";"80190"
"SL2200935";"ZYL.48,00 BU.";"41417.32283464567";"52600"
"SL220093625";"ZYL.48,50 BU. -ÜBERGRÖSSE-";"40480.31496062992";"51410"
"SL6035974";"ZYL.5,00 MS.OELPUMPEN.";"3692.913385826771";"4690"
"SL6035362";"ZYL.5,50 MS.OELPUMPEN.";"2984.251968503937";"3790"
"SL2200511";"ZYL.50,00 NI.+KO. VS. F.ET 675";"113377.9527559055";"143990"
"SL2200521";"ZYL.50,00 NI.+KO.VS.F.ET 675 F.DEKO";"75582.67716535433";"95990"
"SL2011679";"ZYL.52,00 NI. SÄGE 681 MIT DEKO";"29228.34645669291";"37120"
"SL2200512";"ZYL.52,00 NI.+KO. VS. F.ET 681";"32283.46456692913";"41000"
"SL2200522";"ZYL.52,00 NI.+KO.VS.F.ET 681";"81094.48818897638";"102990"
"SL2200363";"ZYL.54,00 BU. 635";"48968.50393700787";"62190"
"SL2200957";"ZYL.55,00 NI.+KO. 690";"56133.85826771653";"71290"
"SL6035363";"ZYL.6,00 MS.OELPUMPEN.";"1251.968503937008";"1590"
"SL2011717";"ZYL.70,00 NI.HINTEN";"22299.2125984252";"28320"
"SL2011322";"ZYL.76,00";"227440.9448818898";"288850"
"SL2011385";"ZYL.76,00";"228598.4251968504";"290320"
"SL201132227";"ZYL.76,00 ROHTEIL";"188307.0866141732";"239150"
"SL5925500600";"ZYL.ABDECKUNG 106R";"14748.03149606299";"18730"
"SL5935500300";"ZYL.ABDECKUNG 106R/130R";"23952.75590551181";"30420"
"P111A02581";"ZYL.ABDECKUNG KPL     NLFB";"10062.99212598425";"12780"
"P10001-0073";"ZYL.BEF.SCHRAUBE  (306582)";"606.2992125984252";"770"
"SL0010485";"ZYL.BL.SHR.3,5X13 7971C.";"212.5984251968504";"270"
"SL0010519";"ZYL.BL.SHR.3,5X22 7971BZ.ZN BLAU";"464.5669291338583";"590"
"SL0010427";"ZYL.BL.SHR.3,5X9,5 7971ZN";"464.5669291338583";"590"
"SL185620";"ZYL.BL.SHR.3,9X50 553S/SL/SLI";"330.7086614173228";"420"
"SL0010507";"ZYL.BL.SHR.3,9X50 7971C. ZN";"236.2204724409449";"300"
"SL0010451";"ZYL.BL.SHR.4,2X16 7971BZ.";"622.0472440944882";"790"
"SL0010259";"ZYL.BL.SHR.4,2X16 7971C.ZN.GB.";"236.2204724409449";"300"
"SL0010531";"ZYL.BL.SHR.4,2X19 7981BZ.ZN BLAU";"464.5669291338583";"590"
"SL0010384";"ZYL.BL.SHR.4,2X22 7971C.ZN.GB.";"228.3464566929134";"290"
"SL0010512";"ZYL.BL.SHR.4,2X22 7981BZ.ZN BLAU";"622.0472440944882";"790"
"SL0010428";"ZYL.BL.SHR.4,2X80 7971C.ZN.";"228.3464566929134";"290"
"SL160790";"ZYL.BL.SHR.4,3X30 587";"220.4724409448819";"280"
"SL0010261";"ZYL.BL.SHR.4,8X13 7971BZ.";"464.5669291338583";"590"
"SL0010433";"ZYL.BL.SHR.4,8X19 7971BZ.ZN GB";"464.5669291338583";"590"
"SL0010513";"ZYL.BL.SHR.4,8X19 7971C.";"236.2204724409449";"300"
"SL0010415";"ZYL.BL.SHR.5,5X25 7971C.ZN.GB.";"212.5984251968504";"270"
"SL0010458";"ZYL.BL.SHR.5.5X32 7971C.ZN.GB.";"622.0472440944882";"790"
"SL0010403";"ZYL.BL.SHR.6,3X16 7971";"385.8267716535433";"490"
"SL0010222";"ZYL.BL.SHR.6,3X19 7971ZN BLAU";"700.7874015748031";"890"
"P115M00400223";"ZYL.DICHTSATZ 6/7T 63 + 65";"53944.88188976378";"68510"
"P11103703A";"ZYL.FUSSDICHT  P111UP03857";"1314.96062992126";"1670"
"406059";"ZYL.FUSSDICHT P111UP03857";"1196.850393700787";"1520"
"P112429262";"ZYL.FUSSDICHT.P20/21  NLFB";"669.2913385826772";"850"
"P11100930A";"ZYL.FUSSDICHTUNG";"1606.299212598425";"2040"
"P11102527";"ZYL.FUSSDICHTUNG 300";"456.6929133858268";"580"
"P11158513";"ZYL.FUSSDICHTUNG XL12";"1818.897637795276";"2310"
"SL800110";"ZYL.GI.AR19";"10874.0157480315";"13810"
"SL2012748";"ZYL.KOPF";"15543.30708661417";"19740"
"SL2012889";"ZYL.KOPF";"133960.6299212599";"170130"
"SL2012737";"ZYL.KOPF HINTEN";"21858.26771653543";"27760"
"SL2012736";"ZYL.KOPF VORNE";"27826.77165354331";"35340"
"P115C00192530";"ZYL.KOPFSCHRAUBE M3.5X45";"267.7165354330709";"340"
"SL2011383";"ZYL.NIKASIL D35";"12677.16535433071";"16100"
"SL2011384";"ZYL.NIKASIL D37";"29992.12598425197";"38090"
"SL201138427";"ZYL.NIKASIL D37 ROHTEIL";"9472.44094488189";"12030"
"SL2011342";"ZYL.NIKASIL D42 ABGASS 1. 646 M10 KPL";"18417.32283464567";"23390"
"SL20113421";"ZYL.NIKASIL D42 ABGASSTUFE 1. 646 M14";"13929.13385826772";"17690"
"SL2011345";"ZYL.NIKASIL D45 ABGASSTUFE 1. 652";"16826.77165354331";"21370"
"SL6900903";"ZYL.SÄGE 670/680UMB.AUF690U.SET";"92519.68503937007";"117500"
"B13823";"ZYL.SCHR M8*20 DIN 7984 VERZ.M 705919";"551.1811023622047";"700"
"B13861";"ZYL.SCHR. DIN EN ISO 4762 M6*30 701937";"78.74015748031496";"100"
"P11842075006";"ZYL.SCHRAUBE        700238";"291.3385826771653";"370"
"P11842047006";"ZYL.SCHRAUBE        701816";"86.61417322834646";"110"
"SL0010598";"ZYL.SHR M8X75 912-8.8 ZN GELB";"905.511811023622";"1150"
"SL82586";"ZYL.SHR.1/4X0,87""125";"1606.299212598425";"2040"
"SL0018402";"ZYL.SHR.10-24X18MM MEPTITE S25 VERZINKT";"4007.874015748032";"5090"
"SL0018403";"ZYL.SHR.10-24X35MM TT. 118,119";"440.9448818897638";"560"
"SL0010578";"ZYL.SHR.3/8 24UNF.X80 8G.";"3299.212598425197";"4190"
"SL0010575";"ZYL.SHR.3/8 ZOLL 24UNF.X50 8G";"3535.433070866142";"4490"
"SL0010566";"ZYL.SHR.3/8 ZOLL 24UNF.X63";"3535.433070866142";"4490"
"SL0010590";"ZYL.SHR.3/8 ZOLL 24UNF.X70 8G";"3960.629921259842";"5030"
"SL0010544";"ZYL.SHR.3/824UNF.X40 8.8 ASA ZN BLAU";"2826.771653543307";"3590"
"SL12105020";"ZYL.SHR.5X20 912";"3874.015748031496";"4920"
"SL142460";"ZYL.SHR.5X55 553SLI";"314.9606299212599";"400"
"SL0200100240";"ZYL.SHR.6X12 532";"433.0708661417323";"550"
"SL0227100280";"ZYL.SHR.M.MU.530";"1937.007874015748";"2460"
"SL0225200930";"ZYL.SHR.M10X1,25X45L 535";"2354.330708661417";"2990"
"SL0010386";"ZYL.SHR.M10X40 912-10,9ZN";"535.4330708661417";"680"
"SL0010602";"ZYL.SHR.M10X90 912 8.8";"417.3228346456693";"530"
"SL1012060";"ZYL.SHR.M12X65 912 553SL/SLI";"3141.732283464567";"3990"
"SL0300090302";"ZYL.SHR.M3,5X12 +503";"622.0472440944882";"790"
"SL5206008030";"ZYL.SHR.M3X10 130R";"2826.771653543307";"3590"
"SL0018388";"ZYL.SHR.M3X16C KRZ.TT.DUO";"1629.92125984252";"2070"
"SL0010128";"ZYL.SHR.M3X4 84-4.8VERZ";"385.8267716535433";"490"
"SL0018383";"ZYL.SHR.M3X6 TORX";"464.5669291338583";"590"
"SL0010324";"ZYL.SHR.M4X10 84-5.8Z4";"236.2204724409449";"300"
"SL0010603";"ZYL.SHR.M4X12 7984 8.8ZN BLAU";"307.0866141732283";"390"
"SL0010365";"ZYL.SHR.M4X12 84";"236.2204724409449";"300"
"SL0010108";"ZYL.SHR.M4X12 84 -4.8ZN GELB";"464.5669291338583";"590"
"SL0018280";"ZYL.SHR.M4X12KXRI.T25 10.9ZN BLAU";"385.8267716535433";"490"
"SL0010307";"ZYL.SHR.M4X16 84-8.8Z4";"157.4803149606299";"200"
"SL0010188";"ZYL.SHR.M4X16 84A-4.8ZN";"228.3464566929134";"290"
"SL0010293";"ZYL.SHR.M4X16 84A4-1Z";"1188.976377952756";"1510"
"SL0018442";"ZYL.SHR.M4X16 TX27 ZN BLAU";"858.267716535433";"1090"
"SL0010208";"ZYL.SHR.M4X18 84A-4.8ZN";"385.8267716535433";"490"
"SL0010146";"ZYL.SHR.M4X20 84A-4.8ZN";"700.7874015748031";"890"
"SL0010574";"ZYL.SHR.M4X20 912-10.9 ZN BLAU";"307.0866141732283";"390"
"SL0011259";"ZYL.SHR.M4X20 FIXIER.N.ZG. 670,680,690";"354.3307086614173";"450"
"SL0018327";"ZYL.SHR.M4X20KXRI.T25 8.8ZN BLAU";"307.0866141732283";"390"
"SL0010398";"ZYL.SHR.M4X20Z4 84A";"236.2204724409449";"300"
"SL06100227120020";"ZYL.SHR.M4X25 613";"12086.61417322835";"15350"
"SL0010154";"ZYL.SHR.M4X25 84A-4.8ZN";"228.3464566929134";"290"
"SL0018328";"ZYL.SHR.M4X25KXRI.T25 8.8ZN BLAU";"464.5669291338583";"590"
"SL0010268";"ZYL.SHR.M4X30 84A-5.8";"236.2204724409449";"300"
"SL0010597";"ZYL.SHR.M4X30 912-8.8";"622.0472440944882";"790"
"SL0018434";"ZYL.SHR.M4X30KXRI.T25 8.8ZN GELB";"440.9448818897638";"560"
"SL0011243";"ZYL.SHR.M4X35 84";"803.1496062992126";"1020"
"SL0010130";"ZYL.SHR.M4X35 84A-4.8ZN";"464.5669291338583";"590"
"SL0018394";"ZYL.SHR.M4X35KXRI.T25 8.8ZN GELB";"464.5669291338583";"590"
"SL0011238";"ZYL.SHR.M4X40";"787.4015748031496";"1000"
"SL0018331";"ZYL.SHR.M4X55 KXRI T25 4.8ZN BLAU";"385.8267716535433";"490"
"SL0018353";"ZYL.SHR.M4X6KXRI.T25 8.8";"236.2204724409449";"300"
"SL0010175";"ZYL.SHR.M5X10 84A-4.8ZN GELB";"110.2362204724409";"140"
"SL0010157";"ZYL.SHR.M5X10 912-8.8ZN BLAU";"307.0866141732283";"390"
"SL0018334";"ZYL.SHR.M5X10KXRI.T25 10.9";"307.0866141732283";"390"
"SL0018449";"ZYL.SHR.M5X12 8.8 T25 ZN BLAU";"464.5669291338583";"590"
"SL0010166";"ZYL.SHR.M5X12 84A-4.8ZN.";"464.5669291338583";"590"
"SL0011267";"ZYL.SHR.M5X12 84POLYLOK";"858.267716535433";"1090"
"SL0010496";"ZYL.SHR.M5X12 84Z4";"1188.976377952756";"1510"
"SL0010266";"ZYL.SHR.M5X12 912-8.8ZN GELB";"464.5669291338583";"590"
"SL0018323";"ZYL.SHR.M5X12,5KX 10.9ZN GELB";"385.8267716535433";"490"
"SL0018335";"ZYL.SHR.M5X12KXRI.T25 10.9ZN BLAU";"385.8267716535433";"490"
"SL0018454";"ZYL.SHR.M5X13,7/D7X2,3 T25 10.9 636,643";"858.267716535433";"1090"
"SL0119059510";"ZYL.SHR.M5X14 912 106R";"417.3228346456693";"530"
"SL1010121";"ZYL.SHR.M5X14 912 8.8";"330.7086614173228";"420"
"SL0018405";"ZYL.SHR.M5X14,5KX T25 10.9ZN GELB";"700.7874015748031";"890"
"SL030680";"ZYL.SHR.M5X15 912";"653.5433070866142";"830"
"SL0119059531";"ZYL.SHR.M5X16 912 130R";"1511.811023622047";"1920"
"SL0011287";"ZYL.SHR.M5X16 POLYLOKC(84)";"1007.874015748032";"1280"
"SL0018336";"ZYL.SHR.M5X16KXRI.T25 10.9ZN BLAU";"385.8267716535433";"490"
"SL0018423";"ZYL.SHR.M5X18KXRI.T25 10.9ZN GELB";"622.0472440944882";"790"
"SL0010297";"ZYL.SHR.M5X20 84-5.8Z4";"622.0472440944882";"790"
"SL0010343";"ZYL.SHR.M5X20 84-5.8Z4-1";"236.2204724409449";"300"
"SL0010182";"ZYL.SHR.M5X20 84A-4.8ZN GELB";"464.5669291338583";"590"
"SL0010523";"ZYL.SHR.M5X20 912 V2AZ4";"685.0393700787401";"870"
"SL0010106";"ZYL.SHR.M5X20 912-12.9ZN BLAU";"307.0866141732283";"390"
"SL0010541";"ZYL.SHR.M5X20 912-8.8ZN GELB";"637.7952755905512";"810"
"SL0018445";"ZYL.SHR.M5X20 TX27 ZN BLAU";"614.1732283464567";"780"
"SL0018317";"ZYL.SHR.M5X20INRI-10.9";"291.3385826771653";"370"
"SL0018341";"ZYL.SHR.M5X20KXRI.T25 KL.K.8.8ZN BLAU";"464.5669291338583";"590"
"SL0010604";"ZYL.SHR.M5X22 912-12.9ZN BLAU";"622.0472440944882";"790"
"SL0010112";"ZYL.SHR.M5X22 912-8.8ZN GELB";"157.4803149606299";"200"
"SL0010537";"ZYL.SHR.M5X22 912A2";"803.1496062992126";"1020"
"SL0010511";"ZYL.SHR.M5X22 912Z4";"700.7874015748031";"890"
"SL06100212120321";"ZYL.SHR.M5X25 112A";"480.3149606299212";"610"
"SL0010470";"ZYL.SHR.M5X25 84";"370.0787401574803";"470"
"SL0010342";"ZYL.SHR.M5X25 84-5.8Z4-1";"1188.976377952756";"1510"
"SL0010306";"ZYL.SHR.M5X25 84-8.8Z4";"622.0472440944882";"790"
"SL0010158";"ZYL.SHR.M5X25 912-8.8ZN BLAU";"307.0866141732283";"390"
"SL0018338";"ZYL.SHR.M5X25KXRI.T25 10.9ZN BLAU";"858.267716535433";"1090"
"SL0010567";"ZYL.SHR.M5X28 912-8.8ZN";"409.4488188976378";"520"
"SL0010474";"ZYL.SHR.M5X30 84-5.8Z4-1";"771.6535433070866";"980"
"SL0010125";"ZYL.SHR.M5X30 84A-4.8ZN";"236.2204724409449";"300"
"SL0010134";"ZYL.SHR.M5X30 912-8.8ZN GELB";"236.2204724409449";"300"
"SL0018339";"ZYL.SHR.M5X30KXRI.T25 10.9ZN GELB";"385.8267716535433";"490"
"SL0018364";"ZYL.SHR.M5X32KXRI.T25 10.9ZN BLAU";"622.0472440944882";"790"
"SL0119059860";"ZYL.SHR.M5X33 912 130R";"1228.346456692913";"1560"
"SL0018241";"ZYL.SHR.M5X33,5/63,5 SPN.";"1173.228346456693";"1490"
"SL140310";"ZYL.SHR.M5X35 84 +518";"700.7874015748031";"890"
"SL0010110";"ZYL.SHR.M5X35 84A-4.8ZN GELB";"464.5669291338583";"590"
"SL030620";"ZYL.SHR.M5X35 912";"700.7874015748031";"890"
"SL0018447";"ZYL.SHR.M5X35 TX27 ZN BLAU";"700.7874015748031";"890"
"SL0018412";"ZYL.SHR.M5X35KXRI.T25 10.9";"622.0472440944882";"790"
"SL0018399";"ZYL.SHR.M5X35KXRI.T25 8.8ZN BLAU";"440.9448818897638";"560"
"SL0010168";"ZYL.SHR.M5X40 84A-4.8ZN GELB";"464.5669291338583";"590"
"SL0010113";"ZYL.SHR.M5X40 912-8.8ZN GELB,634,641";"236.2204724409449";"300"
"SL0018473";"ZYL.SHR.M5X40/22KXRI.T25 10.9 BESCHICH.";"464.5669291338583";"590"
"SL0018340";"ZYL.SHR.M5X40KXRI.T25 10.9ZN BLAU";"464.5669291338583";"590"
"SL0018235";"ZYL.SHR.M5X43/74,5 SPN.+670";"5062.992125984252";"6430"
"SL0010181";"ZYL.SHR.M5X45 84A-4.8ZN GELB";"464.5669291338583";"590"
"SL0010317";"ZYL.SHR.M5X45 912-8.8ZN GELB";"299.2125984251969";"380"
"SL0018389";"ZYL.SHR.M5X45KXRI.T25 10.9 BLAU";"700.7874015748031";"890"
"SL0018230";"ZYL.SHR.M5X48 SPN.";"464.5669291338583";"590"
"SL0010107";"ZYL.SHR.M5X50 912-8.8ZN BLAU";"362.2047244094488";"460"
"SL0018420";"ZYL.SHR.M5X50 SPN.";"937.007874015748";"1190"
"SL0011274";"ZYL.SHR.M5X50/30 8.8ZN BLAU";"307.0866141732283";"390"
"SL0018378";"ZYL.SHR.M5X55KXRI.T25 10.9";"779.5275590551181";"990"
"SL0018419";"ZYL.SHR.M5X60 SPA. 635ECO";"622.0472440944882";"790"
"SL0018342";"ZYL.SHR.M5X60KXRI.T25 10.9ZN BLAU";"464.5669291338583";"590"
"SL0010559";"ZYL.SHR.M5X65 912-8.8ZN BLAU";"385.8267716535433";"490"
"SL0018333";"ZYL.SHR.M5X6KXRI.T25 10.9 GELB";"637.7952755905512";"810"
"SL0010204";"ZYL.SHR.M5X75 84A-4.8ZN GELB";"700.7874015748031";"890"
"SL0010153";"ZYL.SHR.M6X10 84A-5.8ZN";"464.5669291338583";"590"
"SL0018344";"ZYL.SHR.M6X10KXRI.T25 10.9ZN BLAU";"307.0866141732283";"390"
"SL7645700";"ZYL.SHR.M6X12 526L G079900 3+4.AUSF.";"456.6929133858268";"580"
"SL0010162";"ZYL.SHR.M6X12 6912-8.8 ZN";"803.1496062992126";"1020"
"SL0010142";"ZYL.SHR.M6X12 912-8.8";"622.0472440944882";"790"
"SL0018345";"ZYL.SHR.M6X12KXRI.T25 10.9ZN BLAU";"385.8267716535433";"490"
"SL0011310";"ZYL.SHR.M6X16";"464.5669291338583";"590"
"SL0010143";"ZYL.SHR.M6X16 84-4.8ZN";"385.8267716535433";"490"
"SL0222200570";"ZYL.SHR.M6X20 +531";"700.7874015748031";"890"
"SL0018453";"ZYL.SHR.M6X20 10.9 T25 ZN BLAU";"779.5275590551181";"990"
"SL0010191";"ZYL.SHR.M6X20 84A-4.8 BLANK";"464.5669291338583";"590"
"SL0010422";"ZYL.SHR.M6X20 84Z4";"228.3464566929134";"290"
"SL0010252";"ZYL.SHR.M6X20 912-8.8ZN GELB";"307.0866141732283";"390"
"SL0018347";"ZYL.SHR.M6X20KXRI.T25 10.9ZN GELB";"779.5275590551181";"990"
"SL0018348";"ZYL.SHR.M6X25KXRI.T25 10.9ZN BLAU";"464.5669291338583";"590"
"SL161060";"ZYL.SHR.M6X30 +585";"220.4724409448819";"280"
"SL0010583";"ZYL.SHR.M6X30 6912 8.8ZN BLAU";"385.8267716535433";"490"
"SL0010133";"ZYL.SHR.M6X30 912-8.8ZN GELB";"385.8267716535433";"490"
"SL0018349";"ZYL.SHR.M6X30KXRI.T25 10.9ZN GELB";"464.5669291338583";"590"
"SL0018400";"ZYL.SHR.M6X35 KXRI.T25 8.8";"700.7874015748031";"890"
"SL0010269";"ZYL.SHR.M6X40 912-8.8ZN GELB";"464.5669291338583";"590"
"SL0010122";"ZYL.SHR.M6X45 912-8.8ZN";"236.2204724409449";"300"
"SL0018375";"ZYL.SHR.M6X50 TT.MC6S-TT";"377.9527559055118";"480"
"SL0010203";"ZYL.SHR.M6X70 84A-5.8ZN";"700.7874015748031";"890"
"SL0010522";"ZYL.SHR.M6X70 912 A2";"1251.968503937008";"1590"
"SL0010560";"ZYL.SHR.M6X8 912-8.8ZN";"385.8267716535433";"490"
"SL0010548";"ZYL.SHR.M8X110 912-8.8 ZN 559";"440.9448818897638";"560"
"SL0010362";"ZYL.SHR.M8X12 7984-8.8ZN-BLAU";"307.0866141732283";"390"
"SL0011300";"ZYL.SHR.M8X160 DEHN.";"5354.330708661418";"6800"
"SL0010212";"ZYL.SHR.M8X20 912-8.8ZN";"700.7874015748031";"890"
"SL0010137";"ZYL.SHR.M8X35 912-8.8ZN GELB";"362.2047244094488";"460"
"SL0010150";"ZYL.SHR.M8X40 912-8.8ZN BLAU";"700.7874015748031";"890"
"SL0010141";"ZYL.SHR.M8X45 912-8.8ZN BLAU";"700.7874015748031";"890"
"SL1017300";"ZYL.SHR.M8X70 TYP 516/518";"1881.889763779528";"2390"
"SL0228200320";"ZYL.SHR.TCEI 10X1,25";"2118.110236220472";"2690"
"SL77920431302";"ZYL.STIFT +128B+L";"582.6771653543307";"740"
"SL775510410";"ZYL.STIFT +143B+L";"275.5905511811023";"350"
"SL775510610";"ZYL.STIFT +143B+L";"370.0787401574803";"470"
"SL19000";"ZYL.STIFT 10X50 6325 526";"7598.425196850393";"9650"
"SL77096000";"ZYL.STIFT 4.AUSF.526L";"1803.149606299213";"2290"
"SL45490268";"ZYL.STIFT 6X14 ST DIN7 +165";"464.5669291338583";"590"
"SL7631600";"ZYL.STIFT 6X20 DIN E2338 526M/L";"637.7952755905512";"810"
"SL19400";"ZYL.STIFT 6X35 6325 526";"1881.889763779528";"2390"
"414719";"ZYLINDEGEHÄUSE";"18889.76377952756";"23990"
"411278";"ZYLINDER";"7937.007874015748";"10080"
"414223";"ZYLINDER";"47157.48031496063";"59890"
"414650";"ZYLINDER";"25425.1968503937";"32290"
"416928";"ZYLINDER";"10858.26771653543";"13790"
"534514";"ZYLINDER";"18338.58267716536";"23290"
"534757";"ZYLINDER";"11645.66929133858";"14790"
"534797";"ZYLINDER";"21173.22834645669";"26890"
"417374";"ZYLINDER";"9755.905511811023";"12390"
"418476";"ZYLINDER";"9125.984251968504";"11590"
"P111A01523";"ZYLINDER              NLFB";"16244.09448818898";"20630"
"P111A69394B";"ZYLINDER        P11.A69394";"24299.2125984252";"30860"
"P111A00108";"ZYLINDER       P111UP07146";"11944.88188976378";"15170"
"P111A03785A";"ZYLINDER       P111UP07146";"14062.99212598425";"17860"
"P111A04723A";"ZYLINDER     (P111UP04136)";"24086.61417322835";"30590"
"P111A69394";"ZYLINDER   XL12/AO    NLFB";"86.61417322834646";"110"
"P111A69394C";"ZYLINDER  XL12/AO     NLFB";"30496.06299212598";"38730"
"411259";"ZYLINDER (40ccm)";"10488.18897637795";"13320"
"P10001-0005";"ZYLINDER (S50)        NLFB";"30645.66929133858";"38920"
"SL77110052162";"ZYLINDER 128L+B";"92748.03149606299";"117790"
"SL77110052140";"ZYLINDER 133B+L";"46708.66141732284";"59320"
"SL77110052122";"ZYLINDER 143B+L";"72590.55118110236";"92190"
"SL77110052165";"ZYLINDER 145L+B";"105503.937007874";"133990"
"SL77110052123";"ZYLINDER 148B+L/149";"73614.17322834645";"93490"
"SL0610012042207";"ZYLINDER 2042207";"23582.67716535433";"29950"
"P111UP07145";"ZYLINDER 250    UP04136";"18078.74015748032";"22960"
"P111UP04136";"ZYLINDER 250   P111UP07145";"17362.20472440945";"22050"
"P111A04740B";"ZYLINDER 30CCM P111UP07146";"46740.15748031496";"59360"
"406750";"ZYLINDER AUSSEN";"29511.81102362205";"37480"
"P111A03719";"ZYLINDER HL 300";"101417.3228346457";"128800"
"P111A01523B";"ZYLINDER HT 17        NLFB";"15818.89763779527";"20090"
"P111A01523A";"ZYLINDER HT17         NLFB";"16244.09448818898";"20630"
"P111A04743";"ZYLINDER KPL";"48314.96062992126";"61360"
"P111A04743A";"ZYLINDER KPL";"45362.20472440945";"57610"
"P111A02577B";"ZYLINDER KPL (P111A02577C)";"29338.58267716536";"37260"
"G305281A3";"ZYLINDER KPL L45";"8102.362204724409";"10290"
"P111A93807";"ZYLINDER KPL.";"28811.02362204724";"36590"
"P111A97517-1A";"ZYLINDER KPL.";"28511.81102362205";"36210"
"P111A97529-2";"ZYLINDER KPL.";"44385.82677165354";"56370"
"P111A02577C";"ZYLINDER KPL. 250";"41055.11811023622";"52140"
"418346";"ZYLINDER KPL. 6436";"15818.89763779527";"20090"
"418968";"ZYLINDER KPL. 6651";"18889.76377952756";"23990"
"418970";"ZYLINDER KPL. 6656";"19204.72440944882";"24390"
"P111A97560";"ZYLINDER M. KOLBEN";"53818.89763779527";"68350"
"P111A69714";"ZYLINDER N.LFB.";"23748.03149606299";"30160"
"P111A69715";"ZYLINDER N.LFB.";"27330.70866141732";"34710"
"SL0610560";"ZYLINDER SHR.+SHB.-SET F.ET 644,651,656";"1251.968503937008";"1590"
"SL0610561";"ZYLINDER SHR.+SHB.-SET F.ET 665,675,681";"1251.968503937008";"1590"
"SL77110052160";"ZYLINDER TJ035E 135L+B";"64889.76377952756";"82410"
"P111UP07146";"ZYLINDER+DICHT.     BC 300";"43850.3937007874";"55690"
"P111UP07146A";"ZYLINDER+DICHTUNG BC300";"26921.25984251968";"34190"
"SL024130300";"ZYLINDER/KOLBEN 52,00 KPL. 694";"78346.45669291339";"99500"
"416628";"ZYLINDERABDECKUNG";"5031.496062992126";"6390"
"418910";"ZYLINDERABDECKUNG";"1881.889763779528";"2390"
"P10736061";"ZYLINDERDECKELDICHTUNG";"12267.71653543307";"15580"
"534638";"ZYLINDERDICHTUNG";"1330.708661417323";"1690"
"534758";"ZYLINDERDICHTUNG";"1173.228346456693";"1490"
"534798";"ZYLINDERDICHTUNG";"1409.448818897638";"1790"
"417365";"ZYLINDERDICHTUNG";"622.0472440944882";"790"
"418356";"ZYLINDERDICHTUNG";"622.0472440944882";"790"
"418477";"ZYLINDERDICHTUNG";"937.007874015748";"1190"
"P11108159";"ZYLINDERDICHTUNG";"1661.417322834646";"2110"
"P11193338";"ZYLINDERDICHTUNG";"1267.716535433071";"1610"
"419406";"ZYLINDERDICHTUNG";"464.5669291338583";"590"
"419432";"ZYLINDERDICHTUNG";"622.0472440944882";"790"
"419339";"ZYLINDERDICHTUNG";"779.5275590551181";"990"
"P130692249";"ZYLINDERDICHTUNG";"7188.976377952756";"9130"
"418547";"ZYLINDERDICHTUNG 163";"700.7874015748031";"890"
