"Cikkszám";"Termék Név";"Nettó Ár";"Bruttó Ár"
"GPPL2106007";"AKKUMULÁTOR ZSELÉS (AGM) 12V 20AH  - utángyártott";"17314.96062992126";"21990"
"DLPL40F311";"Indítószerkezet 3WF-20AC";"3677.165354330708";"4670"
"GPPL0812033";"Indítószerkezet HECHT / CASTORAMA";"2039.370078740157";"2590"
"GPPL0812024";"Indítószerkezet kínai fűkaszák 32/43/52 cm3";"779.5275590551181";"990"
"GPPL0812017";"Indítószerkezet kínai fűkaszák 43/53 cm3";"779.5275590551181";"990"
"DLPLBCTL2646E";"Indítószerkezet kínai kaszák 26CC";"2488.188976377953";"3160"
"DLPL1907";"Indítószerkezet kpl 32/43/52 cm3 kínai fűkaszák";"3141.7323";"3990"
"GPPL0812013";"Indítószerkezet kpl kínai fűkaszák 26cm3";"779.5275590551181";"990"
"GPPL0812011";"Indítószerkezet kpl kínai fűkaszák 26cm3";"779.5275590551181";"990"
"GPPL0812008";"Indítószerkezet kpl kínai láncfűrészek 45cc 52cc 58cc";"1251.968503937008";"1590"
"GPPL0809001";"Indítószerkezet SANLI  1P64F/1P68F";"3456.692913385827";"4390"
"301127";"Alátét";"622.0472440944882";"790"
"531630";"Betonkeverő dob alsó 1202/1402";"35669.29133858268";"45300"
"511151";"Betonkeverő kerék  240mm";"7055.118110236221";"8960"
"513607";"Betonkeverő tengely SK 2";"8480.314960629921";"10770"
"531639";"Csapágyház alsó";"8984.251968503937";"11410"
"531631";"Csapágyház felső - megszűnik!";"8984.251968503937";"11410"
"547198";"E-MOTOR 230 V BM";"51488.18897637795";"65390"
"531788";"Fogaskerék - Betonkeverőhöz";"10700.7874015748";"13590"
"301129";"Fogaskerék 12Z  D20";"9527.55905511811";"12100"
"301157";"Fogaskoszorú 1700  ID=65";"30212.59842519685";"38370"
"304305";"Fordító kerék BM   (522574)";"25692.91338582677";"32630"
"516881";"Hosszbordás szíj -6PJ711  7867";"9440.944881889764";"11990"
"531836";"Kapcsoló betonkeverőhöz 230V";"2984.251968503937";"3790"
"523528";"Kapcsoló betonkeverőhöz 400V SK2 O.TS - átmenetileg nem rendelhető";"20370.07874015748";"25870"
"531765";"Kar rögzítő rugó - megszűnt!";"1330.708661417323";"1690"
"51687910";"Szíjtárcsa top1201s";"7425.196850393701";"9430"
"303487";"Tengely rögzítő 25SXN26";"86.61417322834646";"110"
"700264";"Tűgörgős csapágy 42010-30";"779.5275590551181";"990"
"338870";"Ventillátor lapát";"2984.251968503937";"3790"
"112893";"AL-KO HIDRAULIKA OLAJ HLP 46 - 1,0 LITER";"3141.732283464567";"3990"
"GPPL0812035";"Indításkönnyítő segédrugó";"385.8267716535433";"490"
"GPPL0801005";"Indító rugó B&S 490179 (Sprint) - utángyártott";"1173.228346456693";"1490"
"GPPL0801006";"Indító rugó B&S 491889 (Quantum) - utángyártott";"1251.968503937008";"1590"
"GPPL0804015";"Indító rugó STIHL 017-046  - 1118 190 0600 - utángyártott";"1015.748031496063";"1290"
"GRDE40272080";"Levegőszűrő flokkolt STIHL MS171/181/211 - utángyártott";"1976.377952755905";"2510"
"GRDE40272081";"Levegőszűrő flokkolt STIHL MS311/362/391 - utángyártott";"2685.03937007874";"3410"
"GRDE40272106";"Levegőszűrő flokkolt STIHL MS341/361 - utángyártott";"2472.44094488189";"3140"
"GRDE40271711";"Levegőszűrő MS 440/460/660 - utángyártott";"6874.015748031496";"8730"
"LEVGP0977";"Levegőszűrő MS 440/460/660 - utángyártott";"2354.330708661417";"2990"
"GRDE40270442";"Levegőszűrő STIHL 017/018 MS170/180 - utángyártott";"480.3149606299212";"610"
"GPPL0404001";"Levegőszűrő STIHL 023-025 - utángyártott";"543.3070866141733";"690"
"GPPL0404014";"Levegőszűrő STIHL 029-031-039-MS290- MS310-MS390 - utángyártott";"1724.409448818898";"2190"
"GRDE40272602";"Levegőszűrő STIHL 4180 141 0300 - utángyártott";"1566.929133858268";"1990"
"GRDE40270715";"Levegőszűrő STIHL FS / HS 75 - utángyártott";"716.5354330708661";"910"
"GRDE40270454";"Levegőszűrő STIHL FS / HS 76 - utángyártott";"803.1496062992126";"1020"
"GRDE40270043";"Levegőszűrő STIHL FS 120/200/250/300/350/400/480 - utángyártott PREMIUM";"795.275590551181";"1010"
"LEVGP0629";"Levegőszűrő STIHL FS 120/200/250/300/350/400/480 - utángyártott STANDARD";"720.4724409448819";"915"
"GRDE40271305";"Levegőszűrő STIHL FS 210/260/410/460 - utángyártott PREMIUM";"937.0079";"1190"
"GPPL0404012";"Levegőszűrő STIHL FS 210/260/410/460 - utángyártott STANDARD";"543.3070866141733";"690"
"GRDE40270876";"Levegőszűrő STIHL FS 38-45-55/ HS 45 - utángyártott";"685.0393700787401";"870"
"GRDE40272786";"Levegőszűrő STIHL FS 490, FS 510, FS 560 - utángyártott PREMIUM";"1173.2283";"1490"
"GPPL0404015";"Levegőszűrő STIHL MS341/361 - utángyártott";"1409.448818897638";"1790"
"45256702";"Fűnyíró ház 42 CM ZRV DUOTEC R3000";"24559.05511811023";"31190"
"47900001";"Fűnyíró ház 46 cm CLASSIC 4.63 B-X (113001)";"37236.22047244095";"47290"
"46025840";"Fűnyíró ház 46 cm SILVER hajtóműves verzió";"28653.54330708661";"36390"
"47058002";"Fűnyíró ház 46 GEST SA ZRV RT R3000";"28338.58267716536";"35990"
"45145101";"Fűnyíró ház 46cm R9005";"27866.14173228346";"35390"
"46352940";"Fűnyíróház";"15866.14173228346";"20150"
"47058040";"Fűnyíróház 46 CM 4in1 kerékhajtásos  verzió R9006";"29677.16535433071";"37690"
"46025801";"Fűnyíróház 46 cm CLASSIC";"27866.14173228346";"35390"
"46026140";"Fűnyíróház 46 cm SILVER";"28653.54330708661";"36390"
"47921301";"Fűnyíróház 46 cm-es CLASSIC 4IN1";"59755.90551181103";"75890"
"45145140";"Fűnyíróház 46 cm-es ZRV ROTAX SILBER";"28653.54330708661";"36390"
"4748271014";"Fűnyiróház 46 GEST ZRV RT SA R810-M";"34401.5748031496";"43690"
"47475502";"Fűnyíróház 46 SBA ESV R3000";"35110.23622047244";"44590"
"47482740";"Fűnyíróház 46 ZRV RT SA R9006";"18779.52755905512";"23850"
"47059440";"Fűnyíróház 46cm 4IN1 ZRV RT VA GE R9006";"31803.14960629921";"40390"
"4952751014";"Fűnyíróház 51 GESTANZT ZRV SA BASALT-GRAU";"31803.14960629921";"40390"
"47482940";"Fűnyíróház 51cm HIGHLINE oldalkidobós SP verzió";"22314.96062992126";"28340"
"47467740";"Fűnyíróház 51cm HIGHLINE oldalkidobós VS verzió";"29464.56692913386";"37420"
"44120340";"Fűnyíróház 51cm HIGHLINE oldalkidobós VS verzió";"17929.13385826772";"22770"
"47014140";"Fűnyíróház 52 4in1 VARIO";"34322.83464566929";"43590"
"46310340";"Fűnyíróház 52 cm-es";"32826.77165354331";"41690"
"47014101";"Fűnyíróház 52 COMBI SA GESC VARIO R9005";"34322.83464566929";"43590"
"46310301";"Fűnyíróház 52 COMBI SA R9005";"26724.4094488189";"33940"
"47035440";"Fűnyíróház BIO 46 PREMI SCHM R9006";"47236.22047244095";"59990"
"45474040";"Fűnyíróház HIGHLINE 46cm-es R9006";"27212.59842519685";"34560"
"534715";"Üzemanyag csap";"2118.110236220472";"2690"
"SL0028118";"Anya M4 980-8ZN BLAU";"307.0866141732283";"390"
"411203";"Légszőrőház csavar AL-KO  BKS 35/35 II - 40/40 II";"614.1732283464567";"780"
"SL2500158";"Légszűrő betét 665/675/681";"17708.66141732283";"22490"
"414512";"Légszűrő csatlakozó BKS 3835/4040";"1645.669291338583";"2090"
"411202";"Légszűrő ház BKS II.";"2196.850393700787";"2790"
"SL2500511";"Légszűrő kasírozott verzió 651C,656C";"6417.322834645669";"8150"
"414466";"Légszűrő zárócsavar BKS 3835/4040";"1645.669291338583";"2090"
"SL6900208";"Légszűrő, komplett 644-651-656";"27157.48031496063";"34490"
"414330";"Légszűrőfedél csavar";"1645.669291338583";"2090"
"416981";"Légszűrőfedél csavar kpl BKS 2625T";"1409.448818897638";"1790"
"416977";"Légszűrőház alsórész BKS 2625";"2511.811023622047";"3190"
"414469";"Levegőszűrő";"4559.055118110236";"5790"
"SL4800256";"Levegőszűrő";"5818.897637795276";"7390"
"418913";"Levegőszűrő";"5110.23622047244";"6490"
"SL250067925";"Levegőszűrő    639,645,650";"1803.149606299213";"2290"
"SL2500625";"Levegőszűrő  670, 680, 690";"6047.244094488189";"7680"
"SL2500161";"Levegőszűrő betét 665/675/681";"8732.283464566928";"11090"
"414431";"Levegőszűrő BKS 4540";"2511.811023622047";"3190"
"GPPL0405015";"Levegőszűrő BKS II - utángyártott";"307.0866141732283";"390"
"414430";"Levegőszűrő csatlakozó BKS 4540";"2511.811023622047";"3190"
"416980";"Levegőszűrő fedél BKS 2625T";"4401.574803149606";"5590"
"416979";"Levegőszűrő felső rész BKS 2625T";"858.267716535433";"1090"
"SL2500141";"Levegőszűrő kpl. 651C,656C - megszűnt!";"8417.322834645669";"10690"
"SL2500757";"Levegőszűrő VS. 639-652 KPL";"10543.30708661417";"13390"
"414467";"Szilikon tömítőgyűrű BKS 3835/4040";"622.0472440944882";"790"
"414476";"Szivatókar BKS 3835/4040";"2039.370078740157";"2590"
"414422";"Szivatókar BKS 4540";"2275.590551181102";"2890"
"414427";"Szívóoldali tömítés BKS 4540";"1409.448818897638";"1790"
"416978";"Szűrőbetét BKS 2625 T";"1251.968503937008";"1590"
"CHAIN3251662STH";"MINŐSÉGI FŰRÉSZLÁNC 0.325""-1,6-62 SZEMES";"5125.984251968503";"6510"
"CHAIN3251667STH";"MINŐSÉGI FŰRÉSZLÁNC 0.325""-1,6-67 SZEMES";"5539.370078740158";"7035"
"CHAIN3251674STH";"MINŐSÉGI FŰRÉSZLÁNC 0.325""-1,6-74 SZEMES";"6118.110236220472";"7770"
"SL7691086116";"Abroncs futófelület 553K";"18889.76377952756";"23990"
"GK0001";"Első kerék átépítő készlet CLASSIC 46B-hez";"5976.377952755905";"7590"
"543647";"Gyephenger";"6535.433070866142";"8300"
"492227";"Hátsó kerék 250";"9362.204724409448";"11890"
"479173";"Hátsó kerék 280";"9283.464566929133";"11790"
"GK0002";"Hátsó kerék átépítő készlet CLASSIC 46B-hez";"5976.377952755905";"7590"
"543131";"Henger kerék PREMIUM 42/48 BWR";"4299.212598425197";"5460"
"492169";"Kerék  200 GREENZONE/EASY";"7551.181102362205";"9590"
"545365";"Kerék 150 O.L. L-PROFIL D12";"4251.968503937008";"5400"
"526493";"Kerék 150 O.L. WP D12 URALAN";"1291.338582677165";"1640"
"54514320";"Kerék 180 M.K-L.14XXL YAMAHA szürke";"9023.622047244095";"11460"
"511382";"Kerék 180mm D14 URALAN - nem rendelhető már";"2370.07874015748";"3010"
"463523";"Kerék 180mm MKL D12";"4952.755905511811";"6290"
"527845";"Kerék 200 MKL WP D12 hajtott";"6448.818897637795";"8190"
"54516120";"Kerék 200 RT XXL-42 YAMAHA szürke kpl";"7574.803149606299";"9620"
"54514620";"Kerék 200RT KPL XXL46 YAMAHA szürke";"14866.14173228346";"18880"
"470784";"Kerék 280 D12 RT";"9440.944881889764";"11990"
"502662";"Kerék D170 RASET";"6456.692913385827";"8200"
"548530";"Kerék D180 MKL L-PROFIL";"4086.614173228346";"5190"
"479046";"Kerék d200";"6133.858267716535";"7790"
"479041";"Kerék első 175";"9913.385826771653";"12590"
"492165";"Kerék első 175  GREENZONE / EASY";"6763.779527559055";"8590"
"462670";"Kerék első 200mm D12";"5661.417322834645";"7190"
"463508";"Kerék hátsó 205 O L D12";"3070.866141732283";"3900"
"463524";"Kerék hátsó 205mm D12";"6291.338582677166";"7990"
"492172";"Kerék hátsó 210 GREENZONE";"6527.55905511811";"8290"
"463500";"Kerék hátsó 220 MKL D12 RT";"8023.622047244095";"10190"
"54514720";"Kerék hátsó 220 RT KPL XXL51 YAMAHA Szürke";"8960.629921259842";"11380"
"466244";"Kerék hátsó 280 MKL D12 RT";"9440.944881889764";"11990"
"479068";"Kerék hátsó D 210 mm CL. 4.63 BR-X";"10149.6062992126";"12890"
"548531";"Kerék hátsó D12 LP URALAN";"3976.377952755905";"5050"
"C30002322";"Kerék HI 230 RT MKL *";"7291.338582677166";"9260"
"SL5900871";"Kerék SOLO kpl. D180 VS.F.ET";"5149.606299212598";"6540"
"GK0003";"Komplett kerék átépítő készlet CLASSIC 40/46B-hez";"11645.66929133858";"14790"
"GPPL1003002";"Porlasztó TECUMSEH 640065 - utángyártott";"4244.094488188976";"5390"
"AP165195";"Mikro villás biztosíték 10A";"86.61417322834646";"110"
"AP165196";"Mikro villás biztosíték 15A";"86.61417322834646";"110"
"AP165197";"Mikro villás biztosíték 20A";"86.61417322834646";"110"
"AP165198";"Mikro villás biztosíték 25A";"86.61417322834646";"110"
"AP165199";"Mikro villás biztosíték 30A";"86.61417322834646";"110"
"AP165193";"Mikro villás biztosíték 5A";"86.61417322834646";"110"
"AP165194";"Mikro villás biztosíték 7,5A";"86.61417322834646";"110"
"479052";"Hátsó rész";"12275.5905511811";"15590"
"46049101";"Hátsó rész 46 ERV R9005";"10070.86614173228";"12790"
"47445501";"Hátsó rész 46 RT ZRV R9005";"9677.16535433071";"12290"
"47002801";"Hátsó rész 46 ZRV R9005 nem hajtóműves";"9283.464566929133";"11790"
"46026701";"Hátsó rész hajtóműves 46 ZRV R9005";"10070.86614173228";"12790"
"47469901";"Hátsó rész HIGHLINE 51 RT ZRV R9005";"11724.4094488189";"14890"
"492184";"Hátsórész";"12669.29133858268";"16090"
"47472001";"Hátsórész 46 ESV R9005";"11094.48818897638";"14090"
"47470001";"Zárófedél";"464.5669291338583";"590"
"MEAP190850";"Seeger gyűrű furatba DIN 472 10x1";"23.62204724409449";"30"
"MEAP190851";"Seeger gyűrű furatba DIN 472 13x1";"23.62204724409449";"30"
"MEAP190852";"Seeger gyűrű furatba DIN 472 15x1";"23.62204724409449";"30"
"MEAP190853";"Seeger gyűrű furatba DIN 472 16x1";"31.49606299212599";"40"
"MEAP190854";"Seeger gyűrű furatba DIN 472 18x1";"31.49606299212599";"40"
"MEAP190855";"Seeger gyűrű furatba DIN 472 19x1";"31.49606299212599";"40"
"MEAP190856";"Seeger gyűrű furatba DIN 472 20x1";"31.49606299212599";"40"
"MEAP190857";"Seeger gyűrű furatba DIN 472 22x1";"31.49606299212599";"40"
"MEAP190858";"Seeger gyűrű furatba DIN 472 24x1.2";"55.11811023622047";"70"
"MEAP190859";"Seeger gyűrű furatba DIN 472 25x1.2";"55.11811023622047";"70"
"MEAP190860";"Seeger gyűrű furatba DIN 472 26x1.2";"55.11811023622047";"70"
"MEAP190861";"Seeger gyűrű furatba DIN 472 27x1.2";"55.11811023622047";"70"
"MEAP190862";"Seeger gyűrű furatba DIN 472 28x1.2";"70.86614173228347";"90"
"MEAP190863";"Seeger gyűrű furatba DIN 472 30x1.2";"70.86614173228347";"90"
"MEAP190864";"Seeger gyűrű furatba DIN 472 32x1.2";"78.74015748031496";"100"
"MEAP190865";"Seeger gyűrű furatba DIN 472 34x1.5";"86.61417322834646";"110"
"MEAP190866";"Seeger gyűrű furatba DIN 472 35x1.5";"86.61417322834646";"110"
"MEAP190867";"Seeger gyűrű furatba DIN 472 36x1.5";"86.61417322834646";"110"
"MEAP190868";"Seeger gyűrű furatba DIN 472 37x1.5";"110.2362204724409";"140"
"MEAP190869";"Seeger gyűrű furatba DIN 472 38x1.5";"110.2362204724409";"140"
"MEAP190870";"Seeger gyűrű furatba DIN 472 40x1.75";"118.1102362204724";"150"
"GPPL2412036";"Szöghajtás kínai kaszák 25,4mm négyszög";"2511.811023622047";"3190"
"GPPL2412007";"Szöghajtás kínai kaszák 26mm 7 bordás";"2511.811023622047";"3190"
"GPPL2412038";"Szöghajtás kínai kaszák 26mm 9 bordás";"2511.811023622047";"3190"
"GPPL2412037";"Szöghajtás kínai kaszák 26mm négyszög";"2511.811023622047";"3190"
"GPPL2412008";"Szöghajtás kínai kaszák 28mm 7 bordás";"2511.811023622047";"3190"
"GPPL2412039";"Szöghajtás kínai kaszák 28mm 9 bordás";"2511.811023622047";"3190"
"GPPL2404006";"Szöghajtómű STIHL FS120-FS250 - utángyártott";"11488.18897637795";"14590"
"GPPL2404011";"Szöghajtómű STIHL FS300-FS480 - utángyártott";"12748.03149606299";"16190"
"GRDE30270796";"Kipufogó tömítés B&S 691881 - utángyártott";"803.1496062992126";"1020"
"464115";"Elektromágneses késkuplung";"75582.67716535433";"95990"
"521684";"Elektromágneses késkuplung";"72511.81102362205";"92090"
"514876";"Elektromágneses késkuplung 102 I-5217-4 E";"108409.4488188976";"137680"
"417169";"Elektromágneses késkuplung RIDER R13-72 HD";"219283.4645669291";"278490"
"GPPL0306005";"BRISK kéztisztító 450g";"1173.228346456693";"1490"
"MTD68705226";"MTD késtartó 687-05226";"8370.07874015748";"10630"
"MTD7480376E";"MTD késtartó 748-0376E";"3889.763779527559";"4940"
"GPPL1001005";"KARBURÁTOR BRIGGS&STRATTON 3,5LE, 4LE, 4,5LE - utángyártott";"6212.59842519685";"7890"
"GPPL1001029";"KARBURÁTOR BRIGGS&STRATTON SERIA 550E, 575EX AUTO-CHOKE - utángyártott";"5582.677165354331";"7090"
"GPPL1001030";"KARBURÁTOR BRIGGS&STRATTON SERIES 450E primer szivatós- utángyártott";"5582.677165354331";"7090"
"GPPL1001019";"Porlasztó B&S 495706 - utángyártott";"10307.08661417323";"13090"
"LEVGP0892";"Porlasztó B&S 497586 utángyártott";"10480.31496062992";"13310"
"LEVGP0891";"Porlasztó B&S 498170 utángyártott";"10149.6062992126";"12890"
"LEVGP0746";"Porlasztó B&S 498809 - utángyártott CLASSIC/SPRINT/QUATTRO";"8968.503937007874";"11390"
"GPPL1001018";"Porlasztó B&S 591731- utángyártott";"8023.622047244095";"10190"
"GPPL1001023";"Porlasztó B&S 790845 - utángyártott Series 600";"5897.63779527559";"7490"
"GPPL1001024";"Porlasztó B&S 791230 - utángyártott INTEK V-TWIN";"18574.8031496063";"23590"
"GPPL1001022";"Porlasztó B&S 793493 - utángyártott DOV 700/750 series";"7078.740157480315";"8990"
"GRDE30271067";"Porlasztó B&S 796608 - utángyártott";"15740.1575";"19990"
"LEVGP0894";"Porlasztó B&S 799871 utángyártott";"15740.15748031496";"19990"
"GRDE30271123";"Porlasztó B&S 84001115 - utángyártott";"19677.1654";"24990"
"GPPL1012013";"Porlasztó - 26 cm3 kínai kaszákhoz";"3692.913385826771";"4690"
"GPPL1012004";"Porlasztó - 26/32 cm3 kínai kaszákhoz";"2905.511811023622";"3690"
"GPPL1012015";"Porlasztó - 38 cm3 kínai fűrészek";"2984.251968503937";"3790"
"LEVGP0560";"Porlasztó G4500,5200";"7173.228346456693";"9110"
"GPPL1012008";"Porlasztó HUAYI 1P70F";"3929.133858267716";"4990"
"GPPL1012017";"Porlasztó HUAYI 1P70F-B primer szivatós";"3377.952755905512";"4290"
"GPPL1012010";"Porlasztó Kínai láncfűrész 25cc";"3456.692913385827";"4390"
"GPPL1043015";"Porlasztó ZONGSHEN XP200 Automata szivatós";"5661.417322834645";"7190"
"GPPL1042031";"DUGATTYÚS SZIVATTYÚ KÉSZLET STIHL 019T, MS192T, MS171, MS181, MS211 EVEREST - utángyártott";"543.3070866141733";"690"
"GPPL1042032";"DUGATTYÚS SZIVATTYÚ KÉSZLET STIHL MS171, MS181, MS211 EVEREST - utángyártott";"543.3070866141733";"690"
"GPPL1042030";"DUGATTYÚS SZIVATTYÚ KÉSZLET STIHL MS171, MS181, MS211, MS210, MS230, MS250 EVEREST - utángyártott";"543.3070866141733";"690"
"LEVGP0690";"Porlasztó javítókészlet ZAMA GND-28 - utángyártott";"779.5275590551181";"990"
"LEVGP0451";"Porlasztó javítókészlet ZAMA GND-33 - utángyártott";"937.007874015748";"1190"
"LEVGP0647";"Porlasztó javítókészlet ZAMA GND-35 - utángyártott";"858.267716535433";"1090"
"LEVGP0687";"Porlasztó javítókészlet ZAMA GND-56 - utángyártott";"779.5275590551181";"990"
"LEVGP0970";"Porlasztó javítókészlet ZAMA GND-83 - utángyártott";"1377.952755905512";"1750"
"LEVGP0688";"Porlasztó javítókészlet ZAMA GND-89 - utángyártott";"779.5275590551181";"990"
"LEVGP0689";"Porlasztó javítókészlet ZAMA GND-93 - utángyártott";"1377.952755905512";"1750"
"LEVGP0649";"Porlasztó javítókészlet ZAMA RB-105 - utángyártott";"1582.677165354331";"2010"
"LEVGP0650";"Porlasztó javítókészlet ZAMA RB-111 - utángyártott";"1850.393700787401";"2350"
"LEVGP0651";"Porlasztó javítókészlet ZAMA RB-115 - utángyártott";"1850.393700787401";"2350"
"LEVGP0969";"Porlasztó javítókészlet ZAMA RB-149 - utángyártott";"1976.377952755905";"2510"
"LEVGP0507";"Porlasztó javítókészlet ZAMA RB-20 - utángyártott";"1677.165354330709";"2130"
"LEVGP0508";"Porlasztó javítókészlet ZAMA RB-28 - utángyártott";"1677.165354330709";"2130"
"LEVGP0453";"Porlasztó javítókészlet ZAMA RB-31 - utángyártott";"1976.377952755905";"2510"
"LEVGP0506";"Porlasztó javítókészlet ZAMA RB-36 - utángyártott";"1976.377952755905";"2510"
"LEVGP0452";"Porlasztó javítókészlet ZAMA RB-41 - utángyártott";"1480.314960629921";"1880"
"LEVGP0454";"Porlasztó javítókészlet ZAMA RB-6 - utángyártott";"2291.338582677166";"2910"
"LEVGP0648";"Porlasztó javítókészlet ZAMA RB-69 - utángyártott";"2275.590551181102";"2890"
"LEVGP0691";"Porlasztó javítókészlet ZAMA RB-77 - utángyártott";"1889.763779527559";"2400"
"LEVGP0456";"Primer szivató Zama C1";"708.6614173228346";"900"
"GPPL0912008";"Gyertyapipa - kínai fűnyírók";"700.7874015748031";"890"
"GPPL0906006";"Gyertyapipa B&S 66538 - utángyártott";"464.5669291338583";"590"
"DLPL792597C";"Gyertyapipa B&S 792597 - utángyártott";"2354.3307";"2990"
"GPPL0902001";"Gyertyapipa Honda GX 110-390 - utángyártott";"464.5669291338583";"590"
"GPPL0906002";"Gyertyapipa univerzális ø5mm-es kábelhez";"307.0866141732283";"390"
"GPPL0906001";"Gyertyapipa univerzális ø7mm-es kábelhez";"307.0866141732283";"390"
"GPPL0420001";"LÉGSZŰRŐ KAWASAKI 11013-7047, 11013-7049 - utángyártott";"2275.590551181102";"2890"
"GRDE33270360";"Levegő előszűrő KAWASAKI 11013-7010 utángyártott";"1724.4094";"2190"
"GRDE33270559";"Levegőszűrő KAWASAKI 11013-7047 utángyártott";"4976.377952755905";"6320"
"GRDE33270359";"Levegőszűrő KAWASAKI 11029-7002 utángyártott";"5385.826771653543";"6840"
"RP40165";"Levegőszűrő KAWASAKI-11029-0017 - utángyártott";"2881.889763779528";"3660"
"BRST272490S";"Levegő előszűrő B&S 272490S - GYÁRI";"1984.251968503937";"2520"
"BRST692520";"Levegő előszűrő B&S 692520 - gyári";"2692.9134";"3420"
"BRST393406";"Levegőszűrő B&S 393406 - gyári";"6889.763779527559";"8750"
"BRST394018S";"Levegőszűrő B&S 394018S - GYÁRI";"7866.141732283464";"9990"
"BRST491588S";"Levegőszűrő B&S 491588S - gyári (QUANTUM)";"2685.03937007874";"3410"
"BRST593260";"Levegőszűrő B&S 593260 - gyári";"5181.102362204724";"6580"
"BRST594201";"Levegőszűrő B&S 594201 gyári";"9173.228346456694";"11650"
"BRST692519";"Levegőszűrő B&S 692519 - gyári";"10622.04724409449";"13490"
"BRST792038";"Levegőszűrő B&S 792038 - gyári";"4787.40157480315";"6080"
"BRST795066";"Levegőszűrő B&S 795066 - gyári";"5385.826771653543";"6840"
"BRST796970";"Levegőszűrő B&S 796970 - gyári";"5070.866141732284";"6440"
"BRST798897";"Levegőszűrő B&S 798897 - gyári";"19992.126";"25390"
"BRST799579";"Levegőszűrő B&S 799579 - gyári";"2393.700787401575";"3040"
"BRST595853";"Levegőszűrő B&S BRST595853 - gyári";"5267.716535433071";"6690"
"KRDESC8674ZTX1089BO";"Csavarbehajtó bit WERA BO TX 10 x 89";"1566.929133858268";"1990"
"KRDESC8674ZTX1570BO";"Csavarbehajtó bit WERA BO TX 15 x 70";"1566.929133858268";"1990"
"KRDESC8674ZTX2089BO";"Csavarbehajtó bit WERA BO TX 20 x 89";"2354.330708661417";"2990"
"KRDESC8674ZTX2570BO";"Csavarbehajtó bit WERA BO TX 25 x 70";"2354.330708661417";"2990"
"KRDESC8674ZTX2789BO";"Csavarbehajtó bit WERA BO TX 27 x 89";"2354.330708661417";"2990"
"700345ugy";"Golyóscsapágy 6201 2 Z 625";"7503.937007874016";"9530"
"112478";"AL-KO HYDROCONTROL SZIVATTYÚVEZÉRLŐ";"22039.37007874016";"27990"
"462918";"Nyomásmérő óra HYDROCONTROL-hoz";"5031.496062992126";"6390"
"460167U";"Manométer 6 BAR 50 mm-1/4"" hátsó csatlakozású";"2133.858267716535";"2710"
"HW041";"Manométer 6 BAR 63 mm-1/4"" hátsó csatlakozású";"2133.858267716535";"2710"
"LEVGP0645";"Porlasztó beállító csavarhúzó Double D";"2291.338582677166";"2910"
"GRDE30270695";"Könyökelem B&S 692189  - Utángyártott";"897.6377952755905";"1140"
"GPPL2812013";"Olajszivattyú tömlő hosszú - kínai fűrészek";"149.6062992125984";"190"
"GPPL1012007";"Szerelt üzemanyagtömlő komplett 20mm-es szelencével 2 csöves";"307.0866141732283";"390"
"DLPL47755320F2";"Szerelt üzemanyagtömlő komplett 20mm-es szelencével 2 csöves";"929.1338582677165";"1180"
"GPPL1012020";"Szerelt üzemanyagtömlő komplett 24 mm-es szelencével 2 csöves";"307.0866141732283";"390"
"DLPL47755320F1";"Szerelt üzemanyagtömlő szűrő nélkül, 19mm-es szelencével, 2 csöves";"929.1338582677165";"1180"
"DLPL47755320F318";"Szerelt üzemanyagtömlő tankszellőzős - 18mm szelencés komplett 26-32 CCM kínai kaszák";"929.1338582677165";"1180"
"DLPL47755320F321";"Szerelt üzemanyagtömlő tankszellőzős - 21mm szelencés komplett 26-32 CCM kínai kaszák";"1094.4881";"1390"
"DLPL0062004";"Tankátvezető szelence 17,5 mm 3 furatos";"622.0472440944882";"790"
"DLPL0062007";"Tankátvezető szelence 18 mm 2 furatos";"622.0472440944882";"790"
"DLPL0062002";"Tankátvezető szelence 20 mm 2 furatos";"622.0472440944882";"790"
"DLPL0062003";"Tankátvezető szelence 20,5 mm 3 furatos";"622.0472440944882";"790"
"DLPL0062001";"Tankátvezető szelence 21,5 mm 2 furatos";"622.0472440944882";"790"
"DLPL0062006";"Tankátvezető szelence 24 mm 2 furatos";"622.0472440944882";"790"
"DLPL0062005";"Tankátvezető szelence 9,5 mm 1 furatos";"622.0472440944882";"790"
"GPPL2812001";"Üzemanyag tömlő hosszú - kínai fűrészek";"228.3464566929134";"290"
"GPPL1004008";"Üzemanyag tömlő STIHL FS120-FS480 - utángyártott";"779.5275590551181";"990"
"GPPL0712018";"Főtengely kínai motoros kaszák 26 cm3";"3220.472440944882";"4090"
"GPPL0712025";"Főtengely kínai motoros kaszák 32 cm3";"3220.472440944882";"4090"
"GPPL0712019";"Főtengely kínai motoros kaszák 43 cm3";"3220.472440944882";"4090"
"700137";"Alátét  6,4 DIN125-ST VZ";"307.0866141732283";"390"
"47073401";"Bolygókerék 80X64 ROBOLINHO R9005";"1645.669291338583";"2090"
"474676";"Burkolat rögzítő csavar hátsó";"1330.708661417323";"1690"
"474565";"Burkolat rögzítő csavar középső";"1409.448818897638";"1790"
"457730";"Burkolatkitérés konzol";"9440.944881889764";"11990"
"44229276";"Csatlakozó zárófedél bázisállomáshoz R500/700";"622.0472440944882";"790"
"700934";"Csavar hatlapú 6X 55 DIN933- 8.8 VZ";"110.2362204724409";"140"
